Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
1:48:23,197.4110032,1555.555556,174.7572816,152.5974026,1288.888889,140.5750799,134.1463415,933.3333333,129.7935103,122.2570533,102.4930748,124.2937853,1444.444444,140.2985075,189.3939394,170.3703704,144.2622951,179.389313,136.0294118,131.4878893,120.2749141,739.1304348,1288.888889,198.7381703,1755.555556,1333.333333,1177.777778,1288.888889,1152.173913,150.1706485,1022.222222,1200,956.5217391,936.1702128,1102.040816,1333.333333,1688.888889,1377.777778,1244.444444,246.5753425,1177.777778,1266.666667,150.7936508,234.3096234,135.8490566,173.1448763,172.2846442,215.5477032,242.6229508,1444.444444,148.5507246,166.6666667,187.5,162.1621622,146.7181467,185.1851852,166.6666667,220.4081633,245.9677419,170.4545455,174.3119266,176.4705882,227.0916335,1130.434783,191.0569106,220.8835341,118.3206107,216.2162162,123.4567901,199.21875,207.03125,191.7808219,180.0766284,139.7849462,1282.608696,178.030303,1434.782609,173.3870968,978.2608696,196.5811966,178.030303,165.4135338,154.109589,224.4897959,228.0130293,172.1854305,168.4981685,184.6153846,189.5910781,1533.333333,1347.826087,1326.086957,1260.869565,1217.391304,843.75,1400
1:58:23,193.75,1511.111111,155.0151976,173.7804878,1511.111111,147.1471471,112.6760563,1422.222222,109.8901099,123.1671554,127.9373368,126.3736264,1377.777778,127.1186441,185.3146853,159.7222222,129.9093656,142.3487544,150.6849315,141.4790997,146.031746,1108.695652,1266.666667,205.8823529,1600,1377.777778,1422.222222,1511.111111,1282.608696,138.3647799,955.5555556,1152.173913,847.826087,1106.382979,1102.040816,1377.777778,1422.222222,1422.222222,1555.555556,175.2136752,1311.111111,1222.222222,133.3333333,211.5384615,108.7719298,120.9150327,141.3793103,213.592233,225.308642,1377.777778,160.5351171,190.2985075,185.4545455,140.2877698,157.7060932,199.2337165,162.962963,231.9391635,227.9411765,145.3900709,181.2865497,153.3546326,240.7407407,1239.130435,171.1026616,176.0299625,142.3487544,250,122.1374046,210.9090909,196.4285714,167.7419355,191.3357401,159.3220339,1673.913043,192.3076923,1282.608696,213.4831461,934.7826087,209.486166,155.4770318,143.8596491,156.0509554,286.1736334,171.3395639,135.6466877,185.5670103,182.7956989,165.5172414,1000,1021.73913,1434.782609,1282.608696,1297.87234,1000,1377.777778
2:08:23,181.5384615,1533.333333,146.627566,137.829912,1333.333333,123.5632184,113.5135135,1600,101.5625,109.5505618,115.8690176,150.1340483,1800,142.8571429,139.1585761,142.394822,122.1590909,152.3178808,112.5401929,132.1321321,130.952381,1130.434783,1311.111111,237.9603399,1511.111111,1200,1311.111111,1333.333333,1173.913043,127.5362319,1155.555556,1200,978.2608696,914.893617,1408.163265,1622.222222,1888.888889,1088.888889,1244.444444,212.8514056,1288.888889,1200,127.5862069,207.1428571,91.50326797,153.3742331,143.7699681,214.0672783,199.4047619,1333.333333,153.3742331,160.8391608,166.6666667,147.6510067,93.64548495,129.3706294,127.5862069,197.8798587,210.8843537,142.8571429,150.1416431,141.5662651,238.7543253,1152.173913,199.2882562,196.4912281,142.8571429,213.740458,171.4285714,170.0680272,156.1461794,146.7889908,216.4948454,165.0793651,1152.173913,173.2026144,1173.913043,174.2160279,1065.217391,222.2222222,138.6138614,167.7631579,139.0532544,294.4785276,238.6706949,164.1337386,173.6334405,184.5637584,146.9648562,1422.222222,1130.434783,1326.086957,1043.478261,1276.595745,1280.701754,1377.777778
2:18:23,227.2727273,1422.222222,163.7931034,151.8624642,1511.111111,143.258427,119.7916667,1377.777778,115,122.6158038,121.9512195,186.8421053,1622.222222,155.4959786,161.0942249,151.2345679,110.1928375,126.5432099,102.4096386,136.3636364,120.4481793,1108.695652,1000,230.3523035,1755.555556,1355.555556,1355.555556,1222.222222,1173.913043,155.1246537,955.5555556,1466.666667,1177.777778,1063.829787,1102.040816,1444.444444,2000,1311.111111,1355.555556,203.0075188,1288.888889,1355.555556,125.8064516,187.5,128.440367,132.9479769,133.9285714,249.2753623,260.1156069,1555.555556,137.5358166,130.7189542,146.031746,141.0658307,112.5,139.1585761,138.2636656,194.0789474,172.4137931,175.5485893,182.320442,152.2988506,254.8387097,1369.565217,146.6666667,148.0263158,93.16770186,187.2791519,107.0234114,175.1592357,190.1840491,149.122807,196.0784314,157.5757576,1326.086957,141.1042945,1326.086957,163.3986928,1152.173913,226.8041237,124.2236025,157.4074074,139.6648045,308.6053412,208.2111437,172.0116618,165.6626506,172.5239617,175.2265861,1511.111111,1239.130435,1500,1108.695652,1255.319149,1224.137931,1711.111111
2:28:23,158.2089552,1733.333333,181.8181818,175.1412429,1533.333333,132.5966851,104.0609137,1400,100.7194245,134.9206349,129.4117647,165.8163265,1600,147.3684211,147.3988439,136.4985163,126.6846361,129.0322581,120.6896552,122.2826087,101.3333333,957.4468085,1222.222222,255.2631579,1400,1200,1288.888889,1311.111111,1217.391304,105.4054054,1133.333333,1022.222222,956.5217391,1255.319149,1204.081633,1533.333333,1888.888889,1444.444444,1400,187.2791519,1111.111111,1260.869565,114.8036254,193.9393939,118.4971098,112.9476584,117.6470588,254.8476454,298.2954545,1511.111111,121.9512195,159.5092025,129.5180723,140.2985075,123.5294118,127.6595745,106.0606061,191.9504644,207.6023392,194.6107784,201.6348774,132.9639889,216.4634146,1282.608696,148.7341772,159.8746082,100.8902077,221.1221122,128.9308176,189.1891892,149.8559078,155.8073654,161.3924051,156.9767442,1260.869565,158.3577713,1391.304348,157.8947368,804.3478261,253.2467532,94.11764706,160.7142857,122.6666667,286.1271676,171.9197708,174.7851003,144.5086705,164.1337386,164.7398844,1222.222222,1239.130435,1652.173913,1304.347826,1340.425532,1123.076923,1200
2:38:23,225.8064516,1666.666667,172.2222222,167.1309192,1488.888889,158.0381471,126.8656716,1288.888889,130.8411215,119.4805195,123.2876712,123.7623762,1822.222222,155.8441558,179.7752809,146.5517241,137.2031662,132.7683616,125,136.4829396,103.3591731,1212.765957,1222.222222,234.0966921,1911.111111,1288.888889,1288.888889,1400,1282.608696,129.2875989,1066.666667,1195.652174,1108.695652,1063.829787,1265.306122,1244.444444,1755.555556,1600,1333.333333,205.3872054,1200,1066.666667,123.9193084,175.7925072,104.9723757,132.6259947,128.342246,277.6280323,308.7431694,1311.111111,146.9816273,115.0442478,145.3488372,137.9310345,103.9325843,114.2857143,109.5100865,185.840708,196.1325967,136.2318841,180.8510638,156.7567568,296.5116279,1260.869565,142.8571429,170.6586826,127.1186441,246.9135802,153.1531532,198.8472622,139.7260274,159.4594595,173.9130435,164.7727273,1152.173913,107.9545455,1304.347826,175.074184,1021.73913,230.0613497,109.8591549,153.4090909,116.8831169,316.8044077,221.9101124,158.9041096,174.1573034,182.6086957,183.8440111,1666.666667,1217.391304,1521.73913,1347.826087,1234.042553,1395.833333,1733.333333
2:48:23,226.744186,1555.555556,160.326087,165.7608696,1244.444444,151.193634,125.9079903,1511.111111,120.1814059,121.2121212,124.1685144,188.4057971,1400,144.3037975,156.1643836,145.6582633,134.3669251,153.0054645,105.1212938,126.5822785,101.7369727,1212.765957,1244.444444,256.7901235,1822.222222,1466.666667,1355.555556,1311.111111,1152.173913,118.8630491,1130.434783,1088.888889,1043.478261,1063.829787,1102.040816,1444.444444,1577.777778,1444.444444,1222.222222,161.2903226,1244.444444,1177.777778,110.8033241,197.8021978,111.7021277,90.20618557,110.2564103,288.3116883,326.1455526,1400,109.1370558,168.0911681,115.1685393,153.6312849,104.8387097,106.557377,110.1928375,204.5454545,189.4736842,186.6295265,187.012987,137.9310345,284.1225627,1326.086957,145.3488372,171.5116279,87.43169399,216.374269,94.55587393,193.9058172,104.9868766,153.6458333,181.2688822,149.1712707,1434.782609,138.5041551,1347.826087,171.4285714,1065.217391,228.0701754,135.1351351,169.8630137,110.8312343,312.1693122,217.270195,178.9473684,163.4877384,170.9401709,157.7540107,1488.888889,1347.826087,1543.478261,1347.826087,1369.565217,1533.333333,1577.777778
2:58:23,230.5475504,1666.666667,145.5026455,178.4776903,1600,141.3881748,105.8823529,1311.111111,111.5973742,128.3950617,110.1511879,141.1764706,1755.555556,158.0246914,171.1229947,153.4246575,143.2160804,80.21390374,119.7916667,98.03921569,105.5155875,1255.319149,1333.333333,259.5238095,1555.555556,1377.777778,1333.333333,1155.555556,1217.391304,129.1139241,822.2222222,1022.222222,1173.913043,1042.553191,1081.632653,1488.888889,1822.222222,1577.777778,1444.444444,167.7018634,1355.555556,1333.333333,122.6666667,215.4255319,128.8659794,106.6997519,114.1439206,310.1736973,360,1577.777778,111.662531,148.7603306,149.4565217,129.3800539,98.44559585,123.6842105,130.6666667,211.5384615,203.6082474,176,200.5076142,171.4285714,279.1327913,1282.608696,147.7272727,172.8045326,95.49071618,227.5280899,124.6537396,186.4864865,154.822335,113.3501259,215.339233,142.1052632,1304.347826,133.6898396,1369.565217,180.0554017,1130.434783,240.8963585,123.3595801,153.4391534,118.6440678,374.6770026,248.6187845,162.4365482,196.2864721,181.3186813,155.4404145,1577.777778,1369.565217,1434.782609,1543.478261,1382.978723,1500,1511.111111
3:08:23,242.9378531,1488.888889,187.1794872,193.3842239,1244.444444,155,130.1369863,1577.777778,114.893617,127.0983213,96.63865546,141.2037037,2088.888889,161.0576923,147.2868217,147.0588235,130.2211302,129.8701299,106.5989848,100,106.4814815,1255.319149,1222.222222,262.6728111,1666.666667,1444.444444,1444.444444,1511.111111,1195.652174,138.2716049,1111.111111,1155.555556,978.2608696,1042.553191,1122.44898,1288.888889,1911.111111,1466.666667,1466.666667,123.4939759,1355.555556,1088.888889,98.19121447,178.1170483,118.226601,95.92326139,128.2660333,288.7828162,362.924282,1533.333333,139.4230769,122.9946524,134.5646438,133.6760925,100.2506266,108.5858586,100,200.5347594,184.9148418,133.6760925,193.5483871,152.5,272.9658793,1543.478261,145.2054795,151.0989011,123.3933162,216.802168,127.6595745,209.8445596,137.6811594,143.902439,181.3031161,160.8040201,1304.347826,131.1053985,1326.086957,160.4278075,1086.956522,258.1521739,116.751269,149.1002571,131.147541,396.4646465,227.027027,173.3668342,150.5102041,175.066313,152.5,1777.777778,1521.73913,1652.173913,1413.043478,1347.826087,1354.166667,1755.555556
3:18:23,247.1910112,1733.333333,175.7425743,163.3663366,1533.333333,143.5523114,129.4642857,1666.666667,111.1111111,125.5813953,129.0983607,173.4234234,1955.555556,147.5409836,145.7286432,148.0519481,126.4916468,146.4646465,116.3366337,122.7272727,92.34234234,1297.87234,1333.333333,318.3856502,1777.777778,1444.444444,1400,1511.111111,1347.826087,148.6810552,888.8888889,1244.444444,978.2608696,1021.276596,1081.632653,1266.666667,2044.444444,1444.444444,1311.111111,159.8837209,1244.444444,1391.304348,102.244389,205.8823529,87.47044917,106.2355658,128.7356322,312.3543124,417.0984456,1555.555556,102.3255814,162.3036649,112.8205128,109.4527363,125.9079903,108.6956522,101.4851485,224.8062016,221.1764706,144.278607,174.8768473,145.631068,258.974359,1239.130435,142.8571429,163.1016043,110,240.2088773,138.8174807,222.7848101,141.1764706,146.572104,188.5245902,158.1508516,1456.521739,154.040404,1521.73913,155.0387597,1217.391304,232.8042328,121.3592233,178.6600496,142.2121896,374.3842365,212.9380054,172.4137931,158.4158416,170.9183673,150.1210654,1511.111111,1456.521739,1586.956522,1369.565217,1468.085106,1126.984127,1777.777778
3:28:23,258.3333333,1644.444444,178.0487805,189.7810219,1866.666667,150,122.5382932,1600,118.3932347,131.8181818,119.5219124,176.6004415,1800,174.7126437,158.5365854,173.3668342,141.5313225,122.5490196,108.1730769,109.6491228,122.0043573,1148.93617,1444.444444,323.2104121,1688.888889,1711.111111,1488.888889,1533.333333,1347.826087,139.5348837,977.7777778,1577.777778,1173.913043,1021.276596,1163.265306,1644.444444,2044.444444,1577.777778,1244.444444,169.0140845,1533.333333,1195.652174,121.0653753,184.5794393,118.993135,80.71748879,106.9042316,337.1040724,439.8976982,1413.043478,130.6306306,136.7088608,122.1945137,117.7884615,107.9812207,121.4953271,108.1730769,200,181.8181818,192.7710843,179.6116505,139.8601399,300.4926108,1391.304348,131.9796954,157.622739,110.5769231,223.6180905,124.0694789,226.8292683,160.6334842,139.5881007,200.5420054,171.3615023,1652.173913,131.0679612,1108.695652,163.7717122,1108.695652,255.1020408,113.4751773,181.8181818,112.0879121,432.038835,278.0748663,176.6109785,161.4457831,166.2531017,169.8113208,1577.777778,1456.521739,1565.217391,1456.521739,1543.478261,1460,1822.222222
3:38:23,257.5342466,1755.555556,186.6028708,192.4882629,1600,142.8571429,108.974359,1666.666667,113.3603239,136.8653422,133.4622824,215.2173913,1977.777778,166.6666667,169.8113208,151.5892421,130.3370787,137.4407583,102.5641026,118.1434599,86.6807611,1456.521739,1177.777778,311.5789474,1755.555556,1533.333333,1444.444444,1377.777778,1217.391304,112.6126126,1088.888889,1304.347826,1086.956522,1191.489362,1183.673469,1244.444444,2200,1533.333333,1555.555556,161.6438356,1444.444444,1377.777778,114.2191142,201.3422819,101.7699115,81.89655172,111.5879828,365.8536585,501.2594458,1422.222222,117.9039301,142.5061425,123.1884058,123.5431235,85.97285068,103.8374718,95.12761021,239.7094431,204.7930283,188.8111888,173.8095238,145.7399103,315.9144893,1239.130435,123.4567901,165,118.0555556,230.5825243,132.2115385,247.6415094,129.1028446,157.4279379,201.5915119,190.3669725,1369.565217,147.2684086,1413.043478,165.0717703,1152.173913,256.1576355,120.4545455,185.0117096,136.1702128,483.490566,209.3023256,140.8450704,145.8823529,187.9518072,186.6359447,1800,1434.782609,1739.130435,1717.391304,1456.521739,1301.886792,1555.555556
3:48:23,264.8648649,1844.444444,168.202765,190.8045977,1600,161.7977528,127.8825996,1577.777778,128.7726358,137.0449679,126.8939394,194.8608137,2200,154.185022,139.5881007,167.8486998,130.1518438,137.6146789,119.3693694,104.0816327,100.6160164,1106.382979,1333.333333,310.8384458,2155.555556,1688.888889,1377.777778,1466.666667,1369.565217,135.0762527,1088.888889,1222.222222,934.7826087,1191.489362,1163.265306,1666.666667,1733.333333,1511.111111,1666.666667,174.6031746,1266.666667,1355.555556,94.59459459,205.6277056,110.6382979,91.28630705,109.9585062,379.8283262,496.2406015,1422.222222,117.8947368,130.6413302,144.5221445,107.6233184,94.29824561,117.3913043,114.0939597,255.2693208,218.220339,142.2121896,175.6440281,138.5281385,324.9427918,1304.347826,129.1866029,167.0702179,110.1123596,260.5633803,104.4083527,255.7077626,147.4358974,151.7094017,197.4025974,131.6964286,1478.26087,131.2217195,1456.521739,154.0229885,1217.391304,254.1966427,123.6203091,208.61678,130.6122449,494.2791762,201.0050251,160.5504587,183.0663616,171.3615023,163.67713,1733.333333,1782.608696,1695.652174,1586.956522,1382.978723,1568.627451,1866.666667
